O,D,Ton
459412,459004,2480
459412,460033,5040
459412,459521,3384
459412,459526,2920
459412,458930,7840
459412,458891,11944
459411,1487,1600
459411,1083,11960
459411,2388,14920
459411,2396,3760
459411,2373,3000
459411,2597,3320
459411,2636,14880
459411,2631,1600
459439,1086,133464
459434,1086,282088
459414,1488,51760
459414,2599,5840
459414,1597,5880
459414,2351,5840
459414,2366,29320
459414,2389,5840
459414,459813,2920
459414,459176,11840
459414,459179,23400
459414,459133,20640
459414,459512,2960
459414,459503,20720
459414,459500,2960
459414,459521,8840
459414,459526,67480
459414,458891,29088
459231,2384,2320
459231,2597,2520
459414,2599,7840
459429,1592,4880
459429,2052,2440
459431,2051,7200
459437,1086,5040
459437,1592,2520
459437,2372,5280
459437,2375,2640
459437,2592,2520
459409,2368,4600
459409,1086,3840
459409,2589,12160
459409,1592,11680
459409,2396,11520
459409,1598,8760
459409,2384,5840
459409,2597,5520
459409,2391,2120
459409,459133,3720
459409,459436,3880
459239,1487,49700
459239,2347,8280
459239,2348,10800
459239,2298,45336
459239,459208,3600
459239,459801,920
459580,1589,101440
459580,1490,372960
459580,1489,72360
459580,1491,1160
459580,1085,842840
459580,1086,3792000
459580,2371,283800
459580,2579,28280
459580,1083,7720
459580,2369,426360
459580,2394,7200
459580,1495,92480
459580,799,60840
459580,1592,62400
459580,2376,9880
459580,2372,33600
459580,1595,22920
459580,2499,3600
459580,1596,324840
459580,2385,184280
459580,2399,4480
459580,1597,97400
459580,2350,37720
459580,2375,1200
459580,2398,21160
459580,2373,41560
459580,2598,2000
459580,2047,1360
459580,2050,15040
459580,2052,21080
459580,2053,6000
459580,2594,53160
459580,2170,770960
459580,2352,3240
459580,2173,1249600
459580,2370,119160
459580,2297,365000
459580,2631,2280
459580,2366,9640
459580,2344,520
459580,2389,3720
459580,459176,3200
459580,459337,6600
459580,459677,3660
459580,459596,3200
459580,459498,1840
459569,1489,19120
459569,2637,15280
459569,2050,49880
459569,2173,3760
459569,2370,10640
459569,2631,15440
459569,2345,7640
459477,1488,4920
459477,2051,11560
459477,2366,8760
459477,459181,7440
459477,459179,2960
459477,459133,8440
459477,459503,5960
459477,459526,2960
459502,2173,2760
459502,459693,1120639
459512,2352,2800
459512,2631,10840
459512,459992,3160
459512,459414,12240
459512,459503,39560
459512,459521,2960
459470,2593,1840
459503,1490,15600
459503,1489,9040
459503,1086,64520
459503,2371,3200
459503,2392,800
459503,2369,22440
459503,1595,7880
459503,2348,3840
459503,2350,5000
459503,2049,12480
459503,2051,25240
459503,2171,440
459503,2173,51400
459503,2370,800
459503,2297,42880
459503,2298,800
459503,2592,3400
459503,459179,8784
459503,459049,7160
459503,459580,5400
459503,459480,5960
459589,1490,24000
459589,1497,102800
459589,1491,49760
459589,1492,10480
459589,1084,25160
459589,2590,3600
459589,1085,164040
459589,2630,1080
459589,1495,74520
459589,1082,216560
459589,1599,69400
459589,1889,400
459589,2051,354440
459589,2168,3880
459589,2173,46720
459589,2297,121640
459589,2632,13240
459589,2298,33560
459589,2631,840
459589,2345,164680
459490,1490,61640
459490,1086,217920
459490,2371,6080
459490,2369,7400
459490,1495,9800
459490,1596,840
459490,2385,1080
459490,2173,98960
459490,2370,960
459490,2297,52360
459490,2366,200
459497,1490,94600
459497,1086,616520
459497,2371,8560
459497,2579,63960
459497,2369,36280
459497,1495,8360
459497,2385,11400
459497,2170,125280
459497,2173,336680
459497,2370,1480
459497,2297,146560
459497,1490,96880
459497,1086,10400
459497,1082,82200
459497,2173,146760
459497,2297,32960
459511,2579,3120
459511,2594,2200
459480,1487,57640
459480,1595,4000
459480,1596,4000
459480,2051,28784
459480,2297,11920
459480,459801,8000
459480,459759,1720
459480,460022,8000
459480,459992,25916
459508,1589,9680
459508,1490,76960
459508,1086,326560
459508,2579,56640
459508,2369,104240
459508,1495,17960
459508,1596,8640
459508,2385,38560
459508,2170,90640
459508,2173,308800
459508,2370,33800
459508,2297,143560
459471,2579,800
459471,2388,800
459471,2394,5600
459471,1495,1600
459475,1489,3360
459664,1497,2320
459664,2595,3040
459664,2591,13000
459664,1498,16560
459664,2173,5840
459661,1497,400
459661,1491,16320
459661,1085,8200
459661,1086,892960
459661,2388,600
459661,1495,100360
459661,1592,40680
459661,2376,840
459661,2399,7920
459661,1597,198080
459661,2375,1600
459661,2398,3280
459661,2373,800
459661,1599,1560
459661,2598,4800
459661,2047,37720
459661,2048,49360
459661,2597,400
459661,2050,5040
459661,2051,3480
459661,2052,63680
459661,2594,100120
459661,2171,19680
459661,2370,6600
459661,2297,39320
459661,2632,1240
459661,2298,1000
459661,2344,2440
459661,458930,3280
459576,1489,7440
459576,1086,3000
459576,2394,16920
459576,2637,1600
459576,2173,7400
459576,2370,42920
459576,2631,3440
459603,2632,8480
459545,2632,5440
459488,1086,2400
459488,2051,7400
459488,2366,3960
459488,2389,7560
459558,2348,10080
459558,2366,400
459558,2593,19640
459558,459853,5652
459558,459992,6432
459484,1488,12088
459484,1489,20800
459484,2599,3760
459484,2347,15068
459484,2350,7200
459484,2635,1360
459484,2377,22680
459484,2173,39200
459484,2389,41628
459484,459580,3720
459484,459488,7520
459484,459541,11200
459560,1084,3520
459560,1085,7800
459560,1596,3920
459560,1597,7680
459560,2053,11240
459521,1086,6232
459521,2348,9424
459521,2173,3936
459521,2297,2292
459521,2389,9512
459521,459766,8064
459521,459133,4272
459521,460033,12440
459521,459694,8784
459521,458891,9720
459522,2051,2400
459526,1488,10080
459526,1487,55120
459526,1489,7720
459526,1086,3040
459526,2599,5920
459526,2348,2560
459526,2352,3880
459526,2297,10720
459526,2632,8280
459526,2631,24040
459526,2389,6880
459526,459316,5160
459526,459412,17520
459526,459414,51600
459526,459436,8240
459526,459521,8760
459526,459655,3840
459526,458930,2560
459526,458891,27640
459490,1490,54640
459490,1085,1320
459490,1086,192600
459490,2371,28360
459490,2579,37480
459490,2392,880
459490,2369,880
459490,1495,23800
459490,1082,22840
459490,1596,35400
459490,2385,600
459490,2170,31840
459490,2173,55280
459490,2297,38160
459490,1085,2840
459490,1086,98000
459490,2369,24640
459490,1596,3160
459490,2385,8960
459490,2170,22840
459490,2173,33080
459490,2297,19520
459490,1490,359760
459490,1489,60040
459490,1086,491840
459490,2579,84160
459490,2392,141680
459490,1495,401400
459490,1082,277520
459490,2372,6320
459490,2170,48080
459490,2173,368480
459490,2370,240400
459490,2297,455880
459490,2632,17440
459490,2298,123360
459490,2366,73040
459490,459127,15920
459490,1589,12640
459490,1085,15600
459490,1086,223160
459490,2369,20600
459490,2170,164320
459490,2173,102120
459490,2297,42400
459497,1490,144280
459497,1489,640
459497,1086,412600
459497,2369,63480
459497,1495,4560
459497,1082,241520
459497,1596,10440
459497,2385,31240
459497,2170,44320
459497,2173,224880
459497,2370,69800
459497,2297,151440
459497,2298,5160
459498,1589,7640
459498,1490,281320
459498,1489,76400
459498,1085,48920
459498,1086,586320
459498,2371,6000
459498,2579,35640
459498,2392,18560
459498,2369,20520
459498,1495,76360
459498,1596,10880
459498,2170,69960
459498,2173,232120
459498,2370,134520
459498,2297,231720
459498,2298,27520
459498,2366,5440
459498,1589,720
459498,1085,19120
459498,1086,1004280
459498,2369,109400
459498,1495,21560
459498,1596,20600
459498,2385,31520
459498,2170,204120
459498,2173,392080
459498,2370,22160
459498,2297,491480
459498,2298,23280
459502,1085,13520
459502,1086,698600
459502,2369,154160
459502,1596,16400
459502,2385,52360
459502,2170,187160
459502,2173,173160
459502,2297,205560
459392,1086,800
459395,2591,2520
459395,1596,2640
459395,2373,7920
459395,2048,5520
459395,2389,2320
459394,2051,6760
459394,2173,2400
459394,2297,800
459394,2298,800
459260,2384,3000
459260,2636,8720
459260,459257,6440
459262,459480,3512
459257,1087,1800
459257,1086,2000
459257,2371,4000
459257,2633,2160
459257,2385,4360
459257,2399,4000
459257,2636,1600
459257,2297,1800
459257,2366,2080
459959,459525,1006400
459686,1489,13920
459686,2345,3840
459681,1489,24360
459681,2051,89600
459599,2635,7200
458937,1488,29004
458937,2170,12228
458937,2352,39496
458937,2631,3920
458937,459810,15880
458937,459576,3960
458932,2392,41580
458929,2346,920
458927,1488,15088
458927,2392,15888
458927,2352,10144
458930,1491,2760
458930,2399,3640
458930,2352,7880
458930,459200,10080
458930,459133,3480
458930,459743,3520
458934,2370,7120
458934,458930,31520
458917,1488,3560
458917,2579,4995
458917,2592,2160
458917,458983,5220
458917,459057,3680
458917,459270,3760
458917,459260,3760
458891,1589,4000
458891,1497,2400
458891,1491,1600
458891,1084,800
458891,1086,48800
458891,2369,16800
458891,2591,2560
458891,1595,3200
458891,1596,14400
458891,2350,800
458891,2597,800
458891,2170,7200
458891,2173,84000
458891,2297,27200
458891,2345,6400
458891,459316,2096
458896,1487,48600
458896,2370,2600
